episode,reward,steps,epsilon,alpha,is_slippery,seed,backend
293,0.0,7,0.231387331601191,0.1,True,2,native
294,0.0,8,0.23023039494318503,0.1,True,2,native
295,0.0,7,0.2290792429684691,0.1,True,2,native
296,0.0,6,0.22793384675362674,0.1,True,2,native
297,0.0,12,0.22679417751985861,0.1,True,2,native
298,0.0,8,0.22566020663225933,0.1,True,2,native
299,0.0,6,0.22453190559909803,0.1,True,2,native
300,0.0,22,0.22340924607110255,0.1,True,2,native
301,0.0,5,0.22229219984074702,0.1,True,2,native
302,0.0,5,0.2211807388415433,0.1,True,2,native
303,0.0,4,0.22007483514733558,0.1,True,2,native
304,0.0,8,0.2189744609715989,0.1,True,2,native
305,0.0,26,0.2178795886667409,0.1,True,2,native
306,0.0,16,0.2167901907234072,0.1,True,2,native
307,0.0,11,0.21570623976979014,0.1,True,2,native
308,0.0,4,0.21462770857094118,0.1,True,2,native
309,0.0,12,0.21355457002808648,0.1,True,2,native
310,0.0,4,0.21248679717794605,0.1,True,2,native
311,0.0,6,0.21142436319205632,0.1,True,2,native
312,0.0,5,0.21036724137609603,0.1,True,2,native
313,0.0,8,0.20931540516921554,0.1,True,2,native
314,0.0,10,0.20826882814336947,0.1,True,2,native
315,0.0,24,0.20722748400265262,0.1,True,2,native
316,0.0,5,0.20619134658263935,0.1,True,2,native
317,0.0,8,0.20516038984972615,0.1,True,2,native
318,0.0,4,0.2041345879004775,0.1,True,2,native
319,0.0,24,0.2031139149609751,0.1,True,2,native
320,0.0,2,0.20209834538617025,0.1,True,2,native
321,0.0,2,0.2010878536592394,0.1,True,2,native
322,0.0,6,0.2000824143909432,0.1,True,2,native
323,0.0,27,0.19908200231898848,0.1,True,2,native
324,0.0,23,0.19808659230739353,0.1,True,2,native
325,0.0,22,0.19709615934585656,0.1,True,2,native
326,0.0,20,0.19611067854912728,0.1,True,2,native
327,0.0,7,0.19513012515638165,0.1,True,2,native
328,0.0,2,0.19415447453059972,0.1,True,2,native
329,0.0,19,0.19318370215794672,0.1,True,2,native
330,0.0,9,0.192217783647157,0.1,True,2,native
331,0.0,4,0.1912566947289212,0.1,True,2,native
332,0.0,7,0.1903004112552766,0.1,True,2,native
333,0.0,10,0.18934890919900021,0.1,True,2,native
334,0.0,6,0.18840216465300522,0.1,True,2,native
335,0.0,8,0.18746015382974018,0.1,True,2,native
336,0.0,4,0.1865228530605915,0.1,True,2,native
337,0.0,6,0.18559023879528855,0.1,True,2,native
338,0.0,9,0.1846622876013121,0.1,True,2,native
339,0.0,7,0.18373897616330553,0.1,True,2,native
340,0.0,8,0.182820281282489,0.1,True,2,native
341,0.0,13,0.18190617987607657,0.1,True,2,native
342,0.0,5,0.18099664897669618,0.1,True,2,native
343,0.0,7,0.1800916657318127,0.1,True,2,native
344,0.0,13,0.17919120740315364,0.1,True,2,native
345,0.0,19,0.17829525136613786,0.1,True,2,native
346,0.0,3,0.17740377510930716,0.1,True,2,native
347,0.0,4,0.17651675623376062,0.1,True,2,native
348,0.0,2,0.1756341724525918,0.1,True,2,native
349,0.0,21,0.17475600159032884,0.1,True,2,native
350,0.0,3,0.17388222158237718,0.1,True,2,native
351,0.0,13,0.1730128104744653,0.1,True,2,native
352,0.0,37,0.17214774642209296,0.1,True,2,native
353,0.0,6,0.1712870076899825,0.1,True,2,native
354,0.0,2,0.17043057265153258,0.1,True,2,native
355,0.0,4,0.16957841978827493,0.1,True,2,native
356,0.0,7,0.16873052768933355,0.1,True,2,native
357,0.0,11,0.1678868750508869,0.1,True,2,native
358,0.0,5,0.16704744067563246,0.1,True,2,native
359,0.0,10,0.1662122034722543,0.1,True,2,native
360,0.0,26,0.16538114245489302,0.1,True,2,native
361,0.0,11,0.16455423674261854,0.1,True,2,native
